dataset_folder,transcript_path,media_stem,audio_match_count,audio_path
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S183.cha,S183,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S184.cha,S184,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S185.cha,S185,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S186.cha,S186,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S187.cha,S187,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S188.cha,S188,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S189.cha,S189,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S190.cha,S190,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S191.cha,S191,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S192.cha,S192,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S193.cha,S193,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S194.cha,S194,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S195.cha,S195,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S196.cha,S196,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S197.cha,S197,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S198.cha,S198,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S199.cha,S199,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S200.cha,S200,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S201.cha,S201,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S202.cha,S202,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S203.cha,S203,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S204.cha,S204,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S205.cha,S205,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S206.cha,S206,0,
ADReSS_IS2020_test,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_test\S207.cha,S207,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S001.cha,S001,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S002.cha,S002,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S003.cha,S003,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S004.cha,S004,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S005.cha,S005,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S006.cha,S006,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S007.cha,S007,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S009.cha,S009,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S011.cha,S011,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S012.cha,S012,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S013.cha,S013,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S015.cha,S015,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S016.cha,S016,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S017.cha,S017,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S018.cha,S018,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S019.cha,S019,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S020.cha,S020,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S021.cha,S021,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S024.cha,S024,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S025.cha,S025,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S027.cha,S027,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S028.cha,S028,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S029.cha,S029,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S030.cha,S030,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S032.cha,S032,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S033.cha,S033,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S034.cha,S034,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S035.cha,S035,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S036.cha,S036,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S038.cha,S038,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S039.cha,S039,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S040.cha,S040,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S041.cha,S041,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S043.cha,S043,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S048.cha,S048,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S049.cha,S049,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S051.cha,S051,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S052.cha,S052,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S055.cha,S055,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S056.cha,S056,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S058.cha,S058,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S059.cha,S059,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S061.cha,S061,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S062.cha,S062,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S063.cha,S063,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S064.cha,S064,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S067.cha,S067,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S068.cha,S068,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S070.cha,S070,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S071.cha,S071,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S072.cha,S072,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S073.cha,S073,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S076.cha,S076,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S077.cha,S077,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S079.cha,S079,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S080.cha,S080,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S081.cha,S081,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S082.cha,S082,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S083.cha,S083,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S084.cha,S084,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S086.cha,S086,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S087.cha,S087,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S089.cha,S089,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S090.cha,S090,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S092.cha,S092,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S093.cha,S093,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S094.cha,S094,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S095.cha,S095,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S096.cha,S096,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S097.cha,S097,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S100.cha,S100,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S101.cha,S101,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S103.cha,S103,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S104.cha,S104,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S107.cha,S107,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S108.cha,S108,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S110.cha,S110,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S111.cha,S111,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S114.cha,S114,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S116.cha,S116,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S118.cha,S118,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S122.cha,S122,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S124.cha,S124,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S125.cha,S125,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S126.cha,S126,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S127.cha,S127,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S128.cha,S128,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S129.cha,S129,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S130.cha,S130,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S132.cha,S132,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S135.cha,S135,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S136.cha,S136,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S137.cha,S137,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S138.cha,S138,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S139.cha,S139,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S140.cha,S140,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S141.cha,S141,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S142.cha,S142,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S143.cha,S143,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S144.cha,S144,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S145.cha,S145,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S148.cha,S148,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S149.cha,S149,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S150.cha,S150,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S151.cha,S151,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S153.cha,S153,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S154.cha,S154,0,
ADReSS_IS2020_train,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\ADReSS_IS2020_train\S156.cha,S156,0,
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest11633.cha,Baycrest11633,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest11633.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest11634.cha,Baycrest11634,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest11634.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest11976.cha,Baycrest11976,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest11976.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest12257.cha,Baycrest12257,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest12257.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest12813.cha,Baycrest12813,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest12813.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest12814.cha,Baycrest12814,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest12814.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest2103.cha,Baycrest2103,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest2103.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest7352.cha,Baycrest7352,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest7352.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest8538.cha,Baycrest8538,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest8538.mp3
Baycrest,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest8961.cha,Baycrest8961,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Baycrest\Baycrest8961.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\01-1.cha,01-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\MCI\01-1.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\01-2.cha,01-2,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\01-2.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\01-3.cha,01-3,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\01-3.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\02-1.cha,02-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\02-1.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\02-2.cha,02-2,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\02-2.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\03-1.cha,03-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\03-1.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\03-2.cha,03-2,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\03-2.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\03-3.cha,03-3,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\03-3.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\04-1.cha,04-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\04-1.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\04-2.cha,04-2,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\04-2.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\04-3.cha,04-3,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\04-3.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\05-1.cha,05-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\05-1.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\05-2.cha,05-2,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\05-2.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\06-1.cha,06-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\MCI\06-1.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\06-2.cha,06-2,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\MCI\06-2.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\07-1.cha,07-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\07-1.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\07-2.cha,07-2,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\07-2.mp3
Delaware,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\08-1.cha,08-1,1,C:\Users\dhruv\Documents\06 Coding\MultiConAD\data\English\Delaware\Control\08-1.mp3
